,index,Rozegrane mecze,Sety,Punkty,Zagrywka_Suma,Zagrywka_As,Zagrywka_Błąd,Zagrywka_Asy na set,Przyjęcie_Suma,Przyjęcie_Błąd,Przyjęcie_Neg,Przyjęcie_Perf,Przyjęcie_% perf,Atak_Suma,Atak_Błąd,Atak_Blok,Atak_Perf,Atak_% perf,Blok_Pkt,Blok_Pkt na set,Gracz,Liczba sezonów w lidze,Liczba meczy w lidze,Liczba pkt w lidze,Liczba asów w lidze,Liczba bloków w lidze
969,9,Trefl Gdańsk -VERVA Warszawa ORLEN Paliwa,2.0,1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Szymon Jakubiszak,4,85,173,8,23
970,10,Trefl Gdańsk -Jastrzębski Węgiel,2.0,5.0,7.0,0.0,0.0,"0,00",16.0,2.0,7.0,1.0,"6,25",8.0,2.0,0.0,4.0,"50,00",1.0,"0,50",Szymon Jakubiszak,4,85,173,8,23
971,11,Trefl Gdańsk -Aluron Virtu CMC Zawiercie,2.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Szymon Jakubiszak,4,85,173,8,23
972,12,Trefl Gdańsk -Asseco Resovia Rzeszów,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Szymon Jakubiszak,4,85,173,8,23
973,13,Trefl Gdańsk -PGE Skra Bełchatów,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Szymon Jakubiszak,4,85,173,8,23
974,14,Trefl Gdańsk -Cerrad Enea Czarni Radom,5.0,16.0,16.0,1.0,3.0,"0,20",45.0,3.0,14.0,9.0,"20,00",27.0,1.0,3.0,13.0,"48,15",2.0,"0,40",Szymon Jakubiszak,4,85,173,8,23
975,15,Trefl Gdańsk -GKS Katowice,3.0,5.0,6.0,0.0,1.0,"0,00",18.0,1.0,6.0,2.0,"11,11",8.0,0.0,2.0,4.0,"50,00",1.0,"0,33",Szymon Jakubiszak,4,85,173,8,23
976,0,Trefl Gdańsk -PGE Skra Bełchatów,1.0,1.0,2.0,0.0,0.0,"0,00",5.0,0.0,1.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
977,1,Trefl Gdańsk -Cerrad Enea Czarni Radom,2.0,0.0,0.0,0.0,0.0,"0,00",4.0,1.0,1.0,1.0,"25,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
978,2,Trefl Gdańsk -Ślepsk Malow Suwałki,1.0,1.0,1.0,0.0,1.0,"0,00",5.0,0.0,1.0,2.0,"40,00",2.0,0.0,1.0,1.0,"50,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
979,3,Trefl Gdańsk -Cuprum Lubin,2.0,0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,2.0,"100,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
980,4,Trefl Gdańsk -BKS Visła Bydgoszcz,4.0,4.0,6.0,0.0,4.0,"0,00",18.0,1.0,3.0,4.0,"22,22",12.0,1.0,1.0,3.0,"25,00",1.0,"0,25",Mateusz Janikowski,2,39,37,1,3
981,5,Trefl Gdańsk -MKS Będzin,2.0,0.0,0.0,0.0,0.0,"0,00",3.0,1.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
982,6,Trefl Gdańsk -Grupa Azoty ZAKSA Kędzierzyn-Koźle,1.0,0.0,1.0,0.0,1.0,"0,00",1.0,0.0,1.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
983,7,Trefl Gdańsk -VERVA Warszawa ORLEN Paliwa,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
984,8,Trefl Gdańsk -Jastrzębski Węgiel,3.0,0.0,0.0,0.0,0.0,"0,00",5.0,2.0,1.0,1.0,"20,00",2.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
985,9,Trefl Gdańsk -Asseco Resovia Rzeszów,2.0,0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
986,10,Trefl Gdańsk -PGE Skra Bełchatów,1.0,0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
987,11,Trefl Gdańsk -Cerrad Enea Czarni Radom,3.0,0.0,0.0,0.0,0.0,"0,00",3.0,1.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
988,12,Trefl Gdańsk -GKS Katowice,5.0,8.0,11.0,1.0,6.0,"0,20",19.0,0.0,4.0,4.0,"21,05",11.0,0.0,1.0,7.0,"63,64",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
989,13,Trefl Gdańsk -Indykpol AZS Olsztyn,1.0,0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
990,14,Trefl Gdańsk -Cuprum Lubin,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Janikowski,2,39,37,1,3
991,15,Trefl Gdańsk -BKS Visła Bydgoszcz,3.0,4.0,3.0,0.0,2.0,"0,00",18.0,0.0,5.0,5.0,"27,78",8.0,2.0,2.0,3.0,"37,50",1.0,"0,33",Mateusz Janikowski,2,39,37,1,3
992,16,Trefl Gdańsk -Jastrzębski Węgiel,2.0,5.0,5.0,0.0,1.0,"0,00",20.0,0.0,5.0,2.0,"10,00",10.0,1.0,0.0,4.0,"40,00",1.0,"0,50",Mateusz Janikowski,2,39,37,1,3
993,0,Trefl Gdańsk -PGE Skra Bełchatów,4.0,3.0,10.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",2.0,"0,50",Marcin Janusz,9,160,148,46,79
994,1,Trefl Gdańsk -Cerrad Enea Czarni Radom,4.0,4.0,17.0,2.0,0.0,"0,50",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",1.0,"0,25",Marcin Janusz,9,160,148,46,79
995,2,Trefl Gdańsk -GKS Katowice,5.0,2.0,12.0,1.0,1.0,"0,20",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,20",Marcin Janusz,9,160,148,46,79
996,3,Trefl Gdańsk -Ślepsk Malow Suwałki,5.0,3.0,17.0,2.0,0.0,"0,40",1.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,0.0,"0,00",1.0,"0,20",Marcin Janusz,9,160,148,46,79
997,4,Trefl Gdańsk -Indykpol AZS Olsztyn,4.0,2.0,12.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,2.0,"66,67",0.0,"0,00",Marcin Janusz,9,160,148,46,79
998,5,Trefl Gdańsk -Cuprum Lubin,3.0,2.0,13.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,33",Marcin Janusz,9,160,148,46,79
999,6,Trefl Gdańsk -BKS Visła Bydgoszcz,5.0,1.0,16.0,0.0,1.0,"0,00",2.0,0.0,2.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",1.0,"0,20",Marcin Janusz,9,160,148,46,79
1000,7,Trefl Gdańsk -MKS Będzin,3.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1001,8,Trefl Gdańsk -Grupa Azoty ZAKSA Kędzierzyn-Koźle,4.0,0.0,12.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1002,9,Trefl Gdańsk -VERVA Warszawa ORLEN Paliwa,3.0,0.0,11.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1003,10,Trefl Gdańsk -Jastrzębski Węgiel,4.0,1.0,10.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1004,11,Trefl Gdańsk -Aluron Virtu CMC Zawiercie,3.0,2.0,9.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",1.0,"0,33",Marcin Janusz,9,160,148,46,79
1005,12,Trefl Gdańsk -Asseco Resovia Rzeszów,3.0,0.0,12.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1006,13,Trefl Gdańsk -PGE Skra Bełchatów,3.0,1.0,11.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,1.0,0.0,"0,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1007,14,Trefl Gdańsk -Cerrad Enea Czarni Radom,5.0,1.0,15.0,0.0,5.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,20",Marcin Janusz,9,160,148,46,79
1008,15,Trefl Gdańsk -GKS Katowice,5.0,1.0,19.0,1.0,1.0,"0,20",2.0,0.0,2.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Marcin Janusz,9,160,148,46,79
1009,16,Trefl Gdańsk -Indykpol AZS Olsztyn,3.0,4.0,9.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,2.0,"100,00",1.0,"0,33",Marcin Janusz,9,160,148,46,79
1010,17,Trefl Gdańsk -Cuprum Lubin,3.0,1.0,12.0,0.0,1.0,"0,00",1.0,0.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,33",Marcin Janusz,9,160,148,46,79
1011,18,Trefl Gdańsk -BKS Visła Bydgoszcz,4.0,4.0,19.0,3.0,3.0,"0,75",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,25",Marcin Janusz,9,160,148,46,79
1012,19,Trefl Gdańsk -Jastrzębski Węgiel,4.0,1.0,15.0,0.0,3.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,25",Marcin Janusz,9,160,148,46,79
1013,0,GKS Katowice -Asseco Resovia Rzeszów,5.0,16.0,14.0,0.0,5.0,"0,00",0.0,0.0,0.0,0.0,"0,00",30.0,1.0,2.0,16.0,"53,33",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1014,1,GKS Katowice -PGE Skra Bełchatów,5.0,16.0,15.0,0.0,5.0,"0,00",0.0,0.0,0.0,0.0,"0,00",33.0,3.0,1.0,16.0,"48,48",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1015,2,GKS Katowice -Trefl Gdańsk,5.0,24.0,16.0,1.0,6.0,"0,20",1.0,0.0,1.0,0.0,"0,00",36.0,1.0,4.0,21.0,"58,33",2.0,"0,40",Jakub Jarosz,11,271,3579,240,219
1016,3,GKS Katowice -Indykpol AZS Olsztyn,5.0,11.0,16.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",20.0,1.0,4.0,10.0,"50,00",1.0,"0,20",Jakub Jarosz,11,271,3579,240,219
1017,4,GKS Katowice -Cuprum Lubin,5.0,23.0,20.0,6.0,3.0,"1,20",0.0,0.0,0.0,0.0,"0,00",33.0,1.0,3.0,17.0,"51,52",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1018,5,GKS Katowice -BKS Visła Bydgoszcz,5.0,24.0,16.0,2.0,7.0,"0,40",0.0,0.0,0.0,0.0,"0,00",35.0,1.0,4.0,22.0,"62,86",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1019,6,GKS Katowice -MKS Będzin,4.0,22.0,16.0,2.0,3.0,"0,50",0.0,0.0,0.0,0.0,"0,00",33.0,2.0,4.0,17.0,"51,52",3.0,"0,75",Jakub Jarosz,11,271,3579,240,219
1020,7,GKS Katowice -Grupa Azoty ZAKSA Kędzierzyn-Koźle,4.0,15.0,10.0,1.0,4.0,"0,25",0.0,0.0,0.0,0.0,"0,00",25.0,1.0,4.0,13.0,"52,00",1.0,"0,25",Jakub Jarosz,11,271,3579,240,219
1021,8,GKS Katowice -VERVA Warszawa ORLEN Paliwa,5.0,25.0,21.0,4.0,5.0,"0,80",0.0,0.0,0.0,0.0,"0,00",35.0,3.0,3.0,21.0,"60,00",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1022,9,GKS Katowice -Jastrzębski Węgiel,5.0,14.0,12.0,0.0,4.0,"0,00",0.0,0.0,0.0,0.0,"0,00",34.0,4.0,3.0,13.0,"38,24",1.0,"0,20",Jakub Jarosz,11,271,3579,240,219
1023,10,GKS Katowice -Aluron Virtu CMC Zawiercie,4.0,20.0,17.0,3.0,6.0,"0,75",0.0,0.0,0.0,0.0,"0,00",33.0,1.0,0.0,16.0,"48,48",1.0,"0,25",Jakub Jarosz,11,271,3579,240,219
1024,11,GKS Katowice -Cerrad Enea Czarni Radom,4.0,2.0,3.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",8.0,0.0,1.0,2.0,"25,00",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1025,12,GKS Katowice -PGE Skra Bełchatów,3.0,3.0,5.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",17.0,1.0,4.0,3.0,"17,65",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1026,13,GKS Katowice -Indykpol AZS Olsztyn,2.0,2.0,3.0,1.0,1.0,"0,50",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1027,14,GKS Katowice -BKS Visła Bydgoszcz,4.0,13.0,11.0,3.0,4.0,"0,75",0.0,0.0,0.0,0.0,"0,00",16.0,3.0,0.0,9.0,"56,25",1.0,"0,25",Jakub Jarosz,11,271,3579,240,219
1028,15,GKS Katowice -MKS Będzin,3.0,8.0,6.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",23.0,7.0,1.0,8.0,"34,78",0.0,"0,00",Jakub Jarosz,11,271,3579,240,219
1029,0,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Ślepsk Malow Suwałki,4.0,22.0,11.0,0.0,4.0,"0,00",0.0,0.0,0.0,0.0,"0,00",29.0,0.0,0.0,21.0,"72,41",1.0,"0,25",Łukasz Kaczmarek,5,120,1906,113,161
1030,1,Grupa Azoty ZAKSA Kędzierzyn-Koźle -MKS Będzin,3.0,14.0,13.0,1.0,0.0,"0,33",0.0,0.0,0.0,0.0,"0,00",17.0,1.0,1.0,12.0,"70,59",1.0,"0,33",Łukasz Kaczmarek,5,120,1906,113,161
1031,2,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Jastrzębski Węgiel,3.0,14.0,12.0,0.0,0.0,"0,00",1.0,0.0,1.0,0.0,"0,00",17.0,0.0,1.0,10.0,"58,82",4.0,"1,33",Łukasz Kaczmarek,5,120,1906,113,161
1032,3,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Cerrad Enea Czarni Radom,3.0,12.0,11.0,2.0,2.0,"0,67",0.0,0.0,0.0,0.0,"0,00",28.0,1.0,2.0,8.0,"28,57",2.0,"0,67",Łukasz Kaczmarek,5,120,1906,113,161
1033,4,Grupa Azoty ZAKSA Kędzierzyn-Koźle -PGE Skra Bełchatów,3.0,16.0,11.0,1.0,3.0,"0,33",1.0,0.0,1.0,0.0,"0,00",22.0,0.0,2.0,14.0,"63,64",1.0,"0,33",Łukasz Kaczmarek,5,120,1906,113,161
1034,5,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Asseco Resovia Rzeszów,5.0,14.0,12.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",32.0,1.0,3.0,13.0,"40,62",1.0,"0,20",Łukasz Kaczmarek,5,120,1906,113,161
1035,6,Grupa Azoty ZAKSA Kędzierzyn-Koźle -VERVA Warszawa ORLEN Paliwa,5.0,17.0,16.0,1.0,2.0,"0,20",0.0,0.0,0.0,0.0,"0,00",41.0,1.0,2.0,15.0,"36,59",1.0,"0,20",Łukasz Kaczmarek,5,120,1906,113,161
1036,7,Grupa Azoty ZAKSA Kędzierzyn-Koźle -PGE Skra Bełchatów,3.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Łukasz Kaczmarek,5,120,1906,113,161
1037,0,BKS Visła Bydgoszcz -Jastrzębski Węgiel,3.0,5.0,13.0,1.0,3.0,"0,33",0.0,0.0,0.0,0.0,"0,00",8.0,1.0,0.0,3.0,"37,50",1.0,"0,33",Tomasz Kalembka,5,102,476,60,136
1038,1,BKS Visła Bydgoszcz -VERVA Warszawa ORLEN Paliwa,3.0,1.0,9.0,0.0,2.0,"0,00",1.0,0.0,1.0,0.0,"0,00",5.0,0.0,0.0,1.0,"20,00",0.0,"0,00",Tomasz Kalembka,5,102,476,60,136
1039,2,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,5.0,7.0,19.0,0.0,6.0,"0,00",0.0,0.0,0.0,0.0,"0,00",9.0,2.0,0.0,4.0,"44,44",3.0,"0,60",Tomasz Kalembka,5,102,476,60,136
1040,3,BKS Visła Bydgoszcz -PGE Skra Bełchatów,3.0,3.0,15.0,1.0,2.0,"0,33",0.0,0.0,0.0,0.0,"0,00",6.0,1.0,0.0,2.0,"33,33",0.0,"0,00",Tomasz Kalembka,5,102,476,60,136
1041,4,BKS Visła Bydgoszcz -Asseco Resovia Rzeszów,3.0,10.0,12.0,2.0,1.0,"0,67",1.0,0.0,0.0,0.0,"0,00",14.0,0.0,1.0,6.0,"42,86",2.0,"0,67",Tomasz Kalembka,5,102,476,60,136
1042,5,BKS Visła Bydgoszcz -GKS Katowice,5.0,8.0,17.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,0.0,5.0,"100,00",3.0,"0,60",Tomasz Kalembka,5,102,476,60,136
1043,6,BKS Visła Bydgoszcz -Trefl Gdańsk,5.0,5.0,18.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",8.0,0.0,1.0,3.0,"37,50",2.0,"0,40",Tomasz Kalembka,5,102,476,60,136
1044,7,BKS Visła Bydgoszcz -Indykpol AZS Olsztyn,5.0,13.0,23.0,3.0,5.0,"0,60",0.0,0.0,0.0,0.0,"0,00",14.0,0.0,2.0,6.0,"42,86",4.0,"0,80",Tomasz Kalembka,5,102,476,60,136
1045,8,BKS Visła Bydgoszcz -Cuprum Lubin,3.0,6.0,9.0,0.0,3.0,"0,00",4.0,0.0,1.0,1.0,"25,00",7.0,0.0,0.0,4.0,"57,14",2.0,"0,67",Tomasz Kalembka,5,102,476,60,136
1046,9,BKS Visła Bydgoszcz -Ślepsk Malow Suwałki,5.0,9.0,20.0,1.0,5.0,"0,20",0.0,0.0,0.0,0.0,"0,00",10.0,0.0,1.0,6.0,"60,00",2.0,"0,40",Tomasz Kalembka,5,102,476,60,136
1047,10,BKS Visła Bydgoszcz -MKS Będzin,5.0,7.0,16.0,2.0,3.0,"0,40",1.0,0.0,1.0,0.0,"0,00",10.0,0.0,0.0,4.0,"40,00",1.0,"0,20",Tomasz Kalembka,5,102,476,60,136
1048,11,BKS Visła Bydgoszcz -Grupa Azoty ZAKSA Kędzierzyn-Koźle,2.0,4.0,8.0,0.0,3.0,"0,00",1.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,2.0,"66,67",2.0,"1,00",Tomasz Kalembka,5,102,476,60,136
1049,12,BKS Visła Bydgoszcz -Aluron Virtu CMC Zawiercie,4.0,7.0,19.0,2.0,5.0,"0,50",0.0,0.0,0.0,0.0,"0,00",8.0,1.0,0.0,3.0,"37,50",2.0,"0,50",Tomasz Kalembka,5,102,476,60,136
1050,13,BKS Visła Bydgoszcz -Jastrzębski Węgiel,5.0,16.0,23.0,3.0,2.0,"0,60",2.0,0.0,0.0,1.0,"50,00",7.0,0.0,1.0,4.0,"57,14",9.0,"1,80",Tomasz Kalembka,5,102,476,60,136
1051,14,BKS Visła Bydgoszcz -PGE Skra Bełchatów,3.0,0.0,3.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Kalembka,5,102,476,60,136
1052,15,Asseco Resovia Rzeszów -Cerrad Enea Czarni Radom,3.0,1.0,7.0,0.0,2.0,"0,00",2.0,0.0,1.0,0.0,"0,00",2.0,0.0,1.0,0.0,"0,00",1.0,"0,33",Tomasz Kalembka,5,102,476,60,136
1053,0,Jastrzębski Węgiel -BKS Visła Bydgoszcz,3.0,2.0,14.0,1.0,2.0,"0,33",1.0,0.0,1.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Lukas Kampa,6,183,495,155,178
1054,1,Jastrzębski Węgiel -Cuprum Lubin,3.0,4.0,14.0,3.0,3.0,"1,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,33",Lukas Kampa,6,183,495,155,178
1055,2,Jastrzębski Węgiel -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,0.0,5.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Lukas Kampa,6,183,495,155,178
1056,3,Jastrzębski Węgiel -Ślepsk Malow Suwałki,4.0,5.0,12.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,3.0,"100,00",2.0,"0,50",Lukas Kampa,6,183,495,155,178
1057,4,Jastrzębski Węgiel -Aluron Virtu CMC Zawiercie,3.0,5.0,14.0,3.0,1.0,"1,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,2.0,"100,00",0.0,"0,00",Lukas Kampa,6,183,495,155,178
1058,5,Jastrzębski Węgiel -Cerrad Enea Czarni Radom,4.0,3.0,12.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,1.0,0.0,"0,00",3.0,"0,75",Lukas Kampa,6,183,495,155,178
1059,6,Jastrzębski Węgiel -PGE Skra Bełchatów,5.0,4.0,20.0,1.0,4.0,"0,20",0.0,0.0,0.0,0.0,"0,00",2.0,1.0,0.0,1.0,"50,00",2.0,"0,40",Lukas Kampa,6,183,495,155,178
1060,7,Jastrzębski Węgiel -Asseco Resovia Rzeszów,3.0,3.0,9.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,1.0,0.0,2.0,"40,00",1.0,"0,33",Lukas Kampa,6,183,495,155,178
1061,8,Jastrzębski Węgiel -GKS Katowice,5.0,2.0,15.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,1.0,2.0,"66,67",0.0,"0,00",Lukas Kampa,6,183,495,155,178
1062,9,Jastrzębski Węgiel -Trefl Gdańsk,4.0,8.0,28.0,5.0,4.0,"1,25",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,"0,75",Lukas Kampa,6,183,495,155,178
1063,10,Jastrzębski Węgiel -Indykpol AZS Olsztyn,3.0,3.0,8.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,"0,67",Lukas Kampa,6,183,495,155,178
1064,11,Jastrzębski Węgiel -MKS Będzin,3.0,1.0,9.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",0.0,"0,00",Lukas Kampa,6,183,495,155,178
1065,12,Jastrzębski Węgiel -BKS Visła Bydgoszcz,5.0,4.0,19.0,2.0,3.0,"0,40",0.0,0.0,0.0,0.0,"0,00",3.0,1.0,1.0,1.0,"33,33",1.0,"0,20",Lukas Kampa,6,183,495,155,178
1066,13,Jastrzębski Węgiel -Cuprum Lubin,4.0,2.0,12.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",1.0,"0,25",Lukas Kampa,6,183,495,155,178
1067,14,Jastrzębski Węgiel -Grupa Azoty ZAKSA Kędzierzyn-Koźle,5.0,4.0,19.0,2.0,2.0,"0,40",0.0,0.0,0.0,0.0,"0,00",1.0,1.0,0.0,0.0,"0,00",2.0,"0,40",Lukas Kampa,6,183,495,155,178
